4, 0.000036
5, 0.000032
6, 0.000093
7, 0.000303
8, 0.001117
9, 0.004292
10, 0.016593
11, 0.066550
12, 0.264353
13, 1.059514
14, 4.205316
15, 16.913189
16, 67.864080
17, 273.582224
18, 1098.091383
