4, 0.000010
5, 0.000011
6, 0.000015
7, 0.000020
8, 0.000034
9, 0.000065
10, 0.000132
11, 0.000276
12, 0.000578
13, 0.001242
14, 0.002664
15, 0.005542
16, 0.012273
17, 0.025873
18, 0.054400
19, 0.114872
20, 0.242238
21, 0.518473
22, 1.052689
23, 2.252058
24, 4.644504
25, 9.736145
